name;slug;description;parent_id;active;sort_order;is_visible
Musical Instrument Accessories;musical-instruments-musical-?nstrument-accessories;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
Musical Instrument Amplifiers & Effects;musical-instruments-musical-?nstrument-amplifiers-effects;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
Musical Instrument Keyboards & MIDI;musical-instruments-musical-?nstrument-keyboards-m?d?;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
Recording Microphones & Accessories;musical-instruments-recording-microphones-accessories;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
Stage & Sound Equipment;musical-instruments-stage-sound-equipment;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
Stringed Musical Instruments;musical-instruments-stringed-musical-?nstruments;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
Ukuleles, Mandolins & Banjos;musical-instruments-ukuleles-mandolins-banjos;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
Wind & Woodwind Musical Instruments;musical-instruments-wind-woodwind-musical-?nstruments;;baa4ab47-d39f-4d2c-a1d7-906fedf46464;True;0;True
Office & School Supplies;office-products-office-school-supplies;;81919bdc-4b54-4e32-a7df-7cb34b45e7cb;True;0;True
Office Electronics Products;office-products-office-electronics-products;;81919bdc-4b54-4e32-a7df-7cb34b45e7cb;True;0;True
Office Furniture & Lighting;office-products-office-furniture-lighting;;81919bdc-4b54-4e32-a7df-7cb34b45e7cb;True;0;True
Farming & Urban Agriculture;patio-lawn-garden-farming-urban-agriculture;;37e5b2ee-6028-4136-8e9d-17612e638b80;True;0;True
Gardening & Lawn Care;patio-lawn-garden-gardening-lawn-care;;37e5b2ee-6028-4136-8e9d-17612e638b80;True;0;True
Outdoor Cooking;patio-lawn-garden-outdoor-cooking;;37e5b2ee-6028-4136-8e9d-17612e638b80;True;0;True
Outdoor Decor;patio-lawn-garden-outdoor-decor;;37e5b2ee-6028-4136-8e9d-17612e638b80;True;0;True
Outdoor Generators & Portable Power;patio-lawn-garden-outdoor-generators-portable-power;;37e5b2ee-6028-4136-8e9d-17612e638b80;True;0;True
Outdoor Heating & Cooling;patio-lawn-garden-outdoor-heating-cooling;;37e5b2ee-6028-4136-8e9d-17612e638b80;True;0;True
Outdoor Power & Lawn Equipment;patio-lawn-garden-outdoor-power-lawn-equipment;;37e5b2ee-6028-4136-8e9d-17612e638b80;True;0;True
Outdoor Storage & Housing;patio-lawn-garden-outdoor-storage-housing;;37e5b2ee-6028-4136-8e9d-17612e638b80;True;0;True
Patio Furniture & Accessories;patio-lawn-garden-patio-furniture-accessories;;37e5b2ee-6028-4136-8e9d-17612e638b80;True;0;True
Pest Control Products;patio-lawn-garden-pest-control-products;;37e5b2ee-6028-4136-8e9d-17612e638b80;True;0;True
Pools, Hot Tubs & Supplies;patio-lawn-garden-pools-hot-tubs-supplies;;37e5b2ee-6028-4136-8e9d-17612e638b80;True;0;True
